"id","protein_id","hits_to","query_protein_length","percentage_phage_coat","percentage_encapsulin","enc_perc_fraction","group","clan_phagecoat_percentage","clan_phagecoat_percentage_adjusted","query_genome_length","encapsulin_coverage","mcp_coverage","mcp_percentage","total_aligned","encapsulin_fraction","query_genome_length_kbp"
"DTR_677945","DTR_677945_11","Peptidase_S78|Phage_capsid",499,50.2,0,0,"Mini",50.2,50.2,9611,NA,NA,NA,NA,0,9.611
"DTR_606804","DTR_606804_6","Phage_capsid",375,70.59,0,0,"Mini",70.59,70.59,7137,NA,NA,NA,NA,0,7.137
"DTR_306144","DTR_306144_4","Phage_capsid|Pinin_SDK_memA",410,24.45,0,0,"Mini",24.45,24.45,10515,NA,NA,NA,NA,0,10.515
"DTR_742353","DTR_742353_3","Phage_capsid|SLS",307,49.02,0,0,"Micro",49.02,49.02,2633,NA,NA,NA,NA,0,2.633
"DTR_724179","DTR_724179_14","DUF5309|Endotoxin_mid",296,92.88,0,0,"Control",92.88,92.88,12824,NA,NA,NA,NA,0,12.824
"DTR_884203","DTR_884203_2","Linocin_M18",283,52.84,52.84,100,"Mini",52.84,52.84,8860,NA,NA,NA,NA,1,8.86
"DTR_696755","DTR_696755_7","Phage_capsid",431,70,0,0,"Mini",70,70,10654,NA,NA,NA,NA,0,10.654
"DTR_770951","DTR_770951_14","Phage_capsid",410,65.28,0,0,"Control",65.28,65.28,12691,NA,NA,NA,NA,0,12.691
"DTR_435039","DTR_435039_20","DUF2059|Phage_capsid",394,67.94,0,0,"Control",67.94,67.94,13898,NA,NA,NA,NA,0,13.898
"DTR_276405","DTR_276405_19","Phage_capsid",586,48.55,0,0,"Control",48.55,48.55,17008,NA,NA,NA,NA,0,17.008
"DTR_723797","DTR_723797_3","ELH|Phage_capsid",433,62.5,0,0,"Mini",62.5,62.5,10187,NA,NA,NA,NA,0,10.187
"DTR_542522","DTR_542522_11","Linocin_M18",280,61.29,61.29,100,"Mini",61.29,61.29,9484,NA,NA,NA,NA,1,9.484
"DTR_050713","DTR_050713_20","DUF3291|Peptidase_S78|Phage_capsid",517,54.84,0,0,"Control",54.84,54.84,15625,NA,NA,NA,NA,0,15.625
"DTR_292566","DTR_292566_12","P22_CoatProtein",290,31.83,0,0,"Control",31.83,31.83,11730,NA,NA,NA,NA,0,11.73
"DTR_600710","DTR_600710_17","Phage_capsid",407,65.76,0,0,"Control",65.76,65.76,14021,NA,NA,NA,NA,0,14.021
"DTR_510022","DTR_510022_6","Linocin_M18|Phage_capsid_2",282,56.58,43.06,76.10463061,"Mini",56.58,56.58,6818,NA,NA,NA,NA,0.7610463061,6.818
"DTR_233376","DTR_233376_10","Peptidase_S78|Phage_capsid",520,47.01,0,0,"Control",47.01,47.01,16059,NA,NA,NA,NA,0,16.059
"DTR_822269","DTR_822269_3","Phage_capsid",286,94.04,0,0,"Mini",94.04,94.04,8990,NA,NA,NA,NA,0,8.99
"DTR_579213","DTR_579213_19","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,13942,NA,NA,NA,NA,0,13.942
"DTR_179870","DTR_179870_2","Phage_capsid|PmbA_TldD_1st",277,77.54,0,0,"Mini",77.54,77.54,7926,NA,NA,NA,NA,0,7.926
"DTR_188463","DTR_188463_3","Phage_capsid",405,63.37,0,0,"Mini",63.37,63.37,10027,NA,NA,NA,NA,0,10.027
"DTR_110819","DTR_110819_22","Peptidase_S78|Phage_capsid",511,53.33,0,0,"Control",53.33,53.33,15743,NA,NA,NA,NA,0,15.743
"DTR_354648","DTR_354648_5","Lipoprotein_2|Phage_capsid_2",287,47.2,0,0,"Control",47.2,47.2,12414,NA,NA,NA,NA,0,12.414
"DTR_684801","DTR_684801_15","Linocin_M18",280,61.29,61.29,100,"Mini",61.29,61.29,9332,NA,NA,NA,NA,1,9.332
"DTR_259189","DTR_259189_18","Peptidase_S78|Phage_capsid|Smoa_sbd",517,43.22,0,0,"Control",43.22,43.22,14341,NA,NA,NA,NA,0,14.341
"DTR_286245","DTR_286245_8","DUF2150|P22_CoatProtein|Phage_capsid_2",298,84.51,0,0,"Control",84.51,84.51,14861,NA,NA,NA,NA,0,14.861
"DTR_835282","DTR_835282_9","Linocin_M18",281,60,60,100,"Mini",60,60,9285,NA,NA,NA,NA,1,9.285
"DTR_263611","DTR_263611_12","Peptidase_S78|Phage_capsid",503,29.68,0,0,"Control",29.68,29.68,14344,NA,NA,NA,NA,0,14.344
"DTR_034282","DTR_034282_4","Peptidase_S78|Phage_capsid",506,50.3,0,0,"Control",50.3,50.3,11686,NA,NA,NA,NA,0,11.686
"DTR_125660","DTR_125660_19","Peptidase_S78|Phage_capsid",468,51.18,0,0,"Mini",51.18,51.18,9433,NA,NA,NA,NA,0,9.433
"DTR_325279","DTR_325279_11","GP7",307,85.62,0,0,"Control",85.62,85.62,15696,NA,NA,NA,NA,0,15.696
"DTR_141313","DTR_141313_7","DUF4337|Nup88|Phage_capsid|Sulfatase_C|V-ATPase_G_2",389,65.46,0,0,"Mini",65.46,65.46,8816,NA,NA,NA,NA,0,8.816
"DTR_423774","DTR_423774_1","IBV_3B|Phage_capsid",103,91.18,0,0,"Mini",91.18,91.18,8038,NA,NA,NA,NA,0,8.038
"DTR_738091","DTR_738091_6","Acetyltransf_CG|Linocin_M18|Phage_capsid_2",283,30.14,29.08,96.48307896,"Mini",30.14,30.14,7901,NA,NA,NA,NA,0.9648307896,7.901
"DTR_702363","DTR_702363_12","DUF5309",376,73.6,0,0,"Control",73.6,73.6,14602,NA,NA,NA,NA,0,14.602
"DTR_274065","DTR_274065_9","Peptidase_S78|Phage_capsid",506,50.3,0,0,"Mini",50.3,50.3,10112,NA,NA,NA,NA,0,10.112
"DTR_423428","DTR_423428_6","DUF1664|DUF2120|Phage_capsid",368,74.39,0,0,"Control",74.39,74.39,14418,NA,NA,NA,NA,0,14.418
"DTR_803049","DTR_803049_6","Phage_capsid",410,63.81,0,0,"Mini",63.81,63.81,11179,NA,NA,NA,NA,0,11.179
"DTR_033379","DTR_033379_3","CoV_NSP2_C|Peptidase_S78|Phage_capsid|S1-like",497,43.75,0,0,"Control",43.75,43.75,15642,NA,NA,NA,NA,0,15.642
"DTR_125659","DTR_125659_6","Linocin_M18|Peptidase_S78|Phage_capsid",507,48.02,10.87,22.6364015,"Mini",48.02,48.02,9571,NA,NA,NA,NA,0.226364015,9.571
"DTR_524046","DTR_524046_5","Phage_capsid|Phage_capsid_2",290,62.98,0,0,"Micro",62.98,62.98,4719,NA,NA,NA,NA,0,4.719
"DTR_266931","DTR_266931_11","DUF2184|Phage_capsid",385,67.97,0,0,"Control",67.97,67.97,14961,NA,NA,NA,NA,0,14.961
"DTR_056084","DTR_056084_4","Phage_capsid",412,63.5,0,0,"Mini",63.5,63.5,8307,NA,NA,NA,NA,0,8.307
"DTR_315291","DTR_315291_9","DUF6260|DUF6341",115,75.44,0,0,"Mini",75.44,75.44,10944,NA,NA,NA,NA,0,10.944
"DTR_109347","DTR_109347_5","DUF6260|DUF6341",115,75.44,0,0,"Mini",75.44,75.44,10946,NA,NA,NA,NA,0,10.946
"DTR_610893","DTR_610893_5","DUF5990|Phage_capsid",337,72.02,0,0,"Micro",72.02,72.02,4061,NA,NA,NA,NA,0,4.061
"DTR_825878","DTR_825878_15","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,11938,NA,NA,NA,NA,0,11.938
"DTR_453288","DTR_453288_12","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,13062,NA,NA,NA,NA,0,13.062
"DTR_821528","DTR_821528_5","Phage_capsid",435,62.21,0,0,"Mini",62.21,62.21,8466,NA,NA,NA,NA,0,8.466
"DTR_287318","DTR_287318_12","Linocin_M18|Phage_cap_E",289,40.62,29.51,72.64894141,"Control",40.62,40.62,12882,NA,NA,NA,NA,0.7264894141,12.882
"DTR_517863","DTR_517863_10","P22_CoatProtein|XS",271,28.15,0,0,"Mini",28.15,28.15,8601,NA,NA,NA,NA,0,8.601
"DTR_056032","DTR_056032_7","Phage_capsid",412,63.5,0,0,"Mini",63.5,63.5,8320,NA,NA,NA,NA,0,8.32
"DTR_577897","DTR_577897_14","Phage_capsid",415,63.37,0,0,"Mini",63.37,63.37,10393,NA,NA,NA,NA,0,10.393
"DTR_153353","DTR_153353_6","Phage_capsid",404,63.28,0,0,"Mini",63.28,63.28,9891,NA,NA,NA,NA,0,9.891
"DTR_250648","DTR_250648_12","APC_u13|Peptidase_S78|Phage_capsid",527,48.29,0,0,"Control",48.29,48.29,14555,NA,NA,NA,NA,0,14.555
"DTR_602746","DTR_602746_13","FlhD|Peptidase_S78|Phage_capsid",551,46.91,0,0,"Control",46.91,46.91,16478,NA,NA,NA,NA,0,16.478
"DTR_091244","DTR_091244_12","EspB|Osmo_CC|Phage_capsid|Plasmid_RAQPRD",416,68.67,0,0,"Control",68.67,68.67,17118,NA,NA,NA,NA,0,17.118
"DTR_263478","DTR_263478_19","Peptidase_S78|Phage_capsid",497,47.78,0,0,"Control",47.78,47.78,15635,NA,NA,NA,NA,0,15.635
"DTR_314493","DTR_314493_17","Peptidase_S78|Phage_capsid",516,40,0,0,"Control",40,40,15374,NA,NA,NA,NA,0,15.374
"DTR_242130","DTR_242130_9","DUF4347|Phage_capsid",285,39.79,0,0,"Mini",39.79,39.79,9067,NA,NA,NA,NA,0,9.067
"DTR_316114","DTR_316114_7","Peptidase_S78|Phage_capsid",500,47.7,0,0,"Control",47.7,47.7,15958,NA,NA,NA,NA,0,15.958
"DTR_636514","DTR_636514_7","Peptidase_S78|Phage_capsid",523,22.22,0,0,"Control",22.22,22.22,16209,NA,NA,NA,NA,0,16.209
"DTR_294627","DTR_294627_3","DUF5309",346,89.57,0,0,"Control",89.57,89.57,17586,NA,NA,NA,NA,0,17.586
"DTR_191695","DTR_191695_10","DUF2184|Phage_capsid",398,72.29,0,0,"Mini",72.29,72.29,9216,NA,NA,NA,NA,0,9.216
"DTR_142907","DTR_142907_9","Peptidase_S78|Phage_capsid",507,46.25,0,0,"Control",46.25,46.25,15223,NA,NA,NA,NA,0,15.223
"DTR_285287","DTR_285287_29","MAML1_3_TAD2|Phage_capsid",340,69.62,0,0,"Control",69.62,69.62,19383,NA,NA,NA,NA,0,19.383
"DTR_744137","DTR_744137_13","Phage_cap_E",376,85.6,0,0,"Control",85.6,85.6,13991,NA,NA,NA,NA,0,13.991
"DTR_285288","DTR_285288_13","Peptidase_S78|Phage_capsid",557,45.86,0,0,"Control",45.86,45.86,18533,NA,NA,NA,NA,0,18.533
"DTR_588261","DTR_588261_1","P22_CoatProtein|Peptidase_U57",301,64.33,0,0,"Micro",64.33,64.33,2486,NA,NA,NA,NA,0,2.486
"DTR_618408","DTR_618408_11","Phage_cap_E",351,95.71,0,0,"Mini",95.71,95.71,8332,NA,NA,NA,NA,0,8.332
"DTR_178784","DTR_178784_12","DUF4213|Gp13-like",332,54.38,0,0,"Mini",54.38,54.38,9680,NA,NA,NA,NA,0,9.68
"DTR_308087","DTR_308087_15","Phage_capsid",440,33.03,0,0,"Control",33.03,33.03,17127,NA,NA,NA,NA,0,17.127
"DTR_318820","DTR_318820_12","Phage_capsid|Syntaxin-6_N",418,66.91,0,0,"Control",66.91,66.91,18562,NA,NA,NA,NA,0,18.562
"DTR_681018","DTR_681018_10","Peptidase_S78|Phage_capsid",497,50.4,0,0,"Mini",50.4,50.4,9497,NA,NA,NA,NA,0,9.497
"DTR_793381","DTR_793381_10","Linocin_M18",290,34.26,34.26,100,"Mini",34.26,34.26,8535,NA,NA,NA,NA,1,8.535
"DTR_651813","DTR_651813_10","NDT80_PhoG|Phage_capsid",389,65.46,0,0,"Mini",65.46,65.46,8635,NA,NA,NA,NA,0,8.635
"DTR_271822","DTR_271822_4","Phage_capsid",399,65.83,0,0,"Control",65.83,65.83,12995,NA,NA,NA,NA,0,12.995
"DTR_702784","DTR_702784_2","Hint|Linocin_M18|Phage_capsid",482,67.78,21.21,31.29241664,"Mini",67.78,67.78,8999,NA,NA,NA,NA,0.3129241664,8.999
"DTR_305205","DTR_305205_1","Phage_capsid",250,48,0,0,"Mini",48,48,7172,NA,NA,NA,NA,0,7.172
"DTR_881358","DTR_881358_5","Phage_capsid|Synuclein",286,94.04,0,0,"Mini",94.04,94.04,8894,NA,NA,NA,NA,0,8.894
"DTR_025673","DTR_025673_12","Phage_capsid|Pinin_SDK_memA",410,24.45,0,0,"Mini",24.45,24.45,10513,NA,NA,NA,NA,0,10.513
"DTR_011740","DTR_011740_1","Phage_capsid",406,71.85,0,0,"Mini",71.85,71.85,10991,NA,NA,NA,NA,0,10.991
"DTR_024048","DTR_024048_7","DUF3209|PLD_C|Phage_capsid",397,72.47,0,0,"Control",72.47,72.47,18317,NA,NA,NA,NA,0,18.317
"DTR_892302","DTR_892302_10","Gp10A-like",283,43.62,0,0,"Mini",43.62,43.62,11575,NA,NA,NA,NA,0,11.575
"DTR_277602","DTR_277602_3","GP7|SrpI-like",322,71.96,46.42,64.50806003,"Control",71.96,71.96,15031,NA,NA,NA,NA,0.6450806003,15.031
"DTR_791828","DTR_791828_12","Peptidase_S78|Phage_capsid",523,30.46,0,0,"Control",30.46,30.46,16635,NA,NA,NA,NA,0,16.635
"DTR_775087","DTR_775087_9","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,13273,NA,NA,NA,NA,0,13.273
"DTR_276409","DTR_276409_20","GP7|SrpI-like",322,71.96,46.42,64.50806003,"Control",71.96,71.96,14844,NA,NA,NA,NA,0.6450806003,14.844
"DTR_622253","DTR_622253_13","Peptidase_S78|Phage_capsid",518,23.98,0,0,"Control",23.98,23.98,15766,NA,NA,NA,NA,0,15.766
"DTR_493963","DTR_493963_14","Phage_capsid",407,65.27,0,0,"Control",65.27,65.27,15176,NA,NA,NA,NA,0,15.176
"DTR_204949","DTR_204949_1","Phage_capsid",358,62.18,0,0,"Micro",62.18,62.18,3449,NA,NA,NA,NA,0,3.449
"DTR_538481","DTR_538481_1","P22_CoatProtein|S-l_SbsC_C",359,43.85,0,0,"Micro",43.85,43.85,2834,NA,NA,NA,NA,0,2.834
"DTR_711166","DTR_711166_8","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,13247,NA,NA,NA,NA,0,13.247
"DTR_168773","DTR_168773_28","Phage_capsid",441,67.05,0,0,"Control",67.05,67.05,18435,NA,NA,NA,NA,0,18.435
"DTR_275390","DTR_275390_4","DUF5073|Phage_capsid",650,43.14,0,0,"Control",43.14,43.14,16962,NA,NA,NA,NA,0,16.962
"DTR_737326","DTR_737326_1","Phage_capsid",227,37.44,0,0,"Control",37.44,37.44,13277,NA,NA,NA,NA,0,13.277
"DTR_264201","DTR_264201_2","DUF99|Peptidase_S78|Phage_capsid",505,53.37,0,0,"Control",53.37,53.37,16511,NA,NA,NA,NA,0,16.511
"DTR_191351","DTR_191351_11","Phage_capsid",352,38.46,0,0,"Mini",38.46,38.46,11433,NA,NA,NA,NA,0,11.433
"DTR_155815","DTR_155815_4","Phage_capsid",419,70.57,0,0,"Mini",70.57,70.57,9928,NA,NA,NA,NA,0,9.928
"DTR_027977","DTR_027977_12","Phage_capsid|WIYLD",301,94,0,0,"Control",94,94,15244,NA,NA,NA,NA,0,15.244
"DTR_297935","DTR_297935_3","Gp10A-like|Hex_IIIa|Phage_capsid_2",285,70.42,0,0,"Control",70.42,70.42,15175,NA,NA,NA,NA,0,15.175
"DTR_528413","DTR_528413_10","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,13299,NA,NA,NA,NA,0,13.299
"DTR_475759","DTR_475759_7","Linocin_M18|Phage_capsid_2|Zot",279,41.37,30.22,73.04810249,"Mini",41.37,41.37,7786,NA,NA,NA,NA,0.7304810249,7.786
"DTR_731137","DTR_731137_7","GLEYA|Linocin_M18",285,53.17,53.17,100,"Mini",53.17,53.17,9091,NA,NA,NA,NA,1,9.091
"DTR_372294","DTR_372294_7","Peptidase_S78|Phage_capsid",523,22.22,0,0,"Control",22.22,22.22,16598,NA,NA,NA,NA,0,16.598
"DTR_730166","DTR_730166_5","Phage_cap_E",352,91.45,0,0,"Control",91.45,91.45,11825,NA,NA,NA,NA,0,11.825
"DTR_100242","DTR_100242_12","Peptidase_S78|Phage_capsid",529,35.8,0,0,"Control",35.8,35.8,15793,NA,NA,NA,NA,0,15.793
"DTR_621279","DTR_621279_7","Peptidase_S78|Phage_capsid",527,27.57,0,0,"Control",27.57,27.57,14295,NA,NA,NA,NA,0,14.295
"DTR_317185","DTR_317185_10","Phage_cap_E",306,21.97,0,0,"Control",21.97,21.97,15972,NA,NA,NA,NA,0,15.972
"DTR_067121","DTR_067121_6","DUF4225|Glucodextran_N|Phage_capsid",458,50.77,0,0,"Mini",50.77,50.77,7491,NA,NA,NA,NA,0,7.491
"DTR_027076","DTR_027076_4","DUF5309",383,60.99,0,0,"Control",60.99,60.99,11949,NA,NA,NA,NA,0,11.949
"DTR_276407","DTR_276407_9","GP7|Phage_capsid|YliH",314,84.35,0,0,"Control",84.35,84.35,16206,NA,NA,NA,NA,0,16.206
"DTR_495002","DTR_495002_13","Peptidase_S78|Phage_capsid",497,50.4,0,0,"Mini",50.4,50.4,9475,NA,NA,NA,NA,0,9.475
"DTR_840346","DTR_840346_10","Phage_capsid",413,64.81,0,0,"Control",64.81,64.81,13463,NA,NA,NA,NA,0,13.463
"DTR_407603","DTR_407603_8","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,11894,NA,NA,NA,NA,0,11.894
"DTR_317920","DTR_317920_15","DUF6645|Phage_capsid",300,94.31,0,0,"Control",94.31,94.31,15056,NA,NA,NA,NA,0,15.056
"DTR_208656","DTR_208656_3","Phage_capsid",359,56.98,0,0,"Mini",56.98,56.98,9882,NA,NA,NA,NA,0,9.882
"DTR_112548","DTR_112548_21","DUF1778|Peptidase_S78|Phage_capsid",521,49.42,0,0,"Control",49.42,49.42,15327,NA,NA,NA,NA,0,15.327
"DTR_333544","DTR_333544_1","Peptidase_S78|Phage_capsid|TSKS|Trypan_PARP",499,23.09,0,0,"Control",23.09,23.09,13617,NA,NA,NA,NA,0,13.617
"DTR_718665","DTR_718665_4","Peptidase_S78|Phage_capsid",515,41.05,0,0,"Control",41.05,41.05,15998,NA,NA,NA,NA,0,15.998
"DTR_263063","DTR_263063_1","Phage_capsid",125,92.74,0,0,"Mini",92.74,92.74,7102,NA,NA,NA,NA,0,7.102
"DTR_486822","DTR_486822_7","Peptidase_S78|Phage_capsid",523,22.03,0,0,"Control",22.03,22.03,16213,NA,NA,NA,NA,0,16.213
"DTR_086487","DTR_086487_13","Phage_capsid",415,64.49,0,0,"Control",64.49,64.49,13457,NA,NA,NA,NA,0,13.457
"DTR_246038","DTR_246038_11","Phage_cap_E",365,67.86,0,0,"Control",67.86,67.86,14695,NA,NA,NA,NA,0,14.695
"DTR_263601","DTR_263601_7","Peptidase_S78|Phage_capsid|TSKS|Trypan_PARP",499,23.09,0,0,"Control",23.09,23.09,13517,NA,NA,NA,NA,0,13.517
"DTR_697090","DTR_697090_3","Peptidase_S78|Phage_capsid",557,45.86,0,0,"Control",45.86,45.86,18489,NA,NA,NA,NA,0,18.489
"DTR_817597","DTR_817597_21","Peptidase_S78|Phage_capsid",523,22.22,0,0,"Control",22.22,22.22,16255,NA,NA,NA,NA,0,16.255
"DTR_318826","DTR_318826_23","Peptidase_S78|Phage_capsid",542,38.82,0,0,"Control",38.82,38.82,15615,NA,NA,NA,NA,0,15.615
"DTR_288095","DTR_288095_21","Peptidase_S78|Phage_capsid",507,47.43,0,0,"Control",47.43,47.43,15974,NA,NA,NA,NA,0,15.974
"DTR_047770","DTR_047770_24","Peptidase_S78|Phage_capsid",542,38.82,0,0,"Control",38.82,38.82,15608,NA,NA,NA,NA,0,15.608
"DTR_424993","DTR_424993_8","DUF2059|Phage_capsid",412,64.96,0,0,"Control",64.96,64.96,12741,NA,NA,NA,NA,0,12.741
"DTR_788590","DTR_788590_6","DUF2396|Phage_capsid",294,93.52,0,0,"Mini",93.52,93.52,9463,NA,NA,NA,NA,0,9.463
"DTR_288094","DTR_288094_26","Peptidase_S78|Phage_capsid",557,45.86,0,0,"Control",45.86,45.86,18561,NA,NA,NA,NA,0,18.561
"DTR_177323","DTR_177323_18","Phage_cap_E",336,94.63,0,0,"Control",94.63,94.63,12480,NA,NA,NA,NA,0,12.48
"DTR_694531","DTR_694531_28","DivIC|Phage_capsid",394,66.41,0,0,"Control",66.41,66.41,18488,NA,NA,NA,NA,0,18.488
"DTR_281310","DTR_281310_5","DUF1412|DUF2184|Glyco_hydro_88|Peptidase_S78|Phage_capsid",499,54.02,0,0,"Mini",54.02,54.02,11560,NA,NA,NA,NA,0,11.56
"DTR_243506","DTR_243506_13","Phage_capsid",415,65.94,0,0,"Control",65.94,65.94,14108,NA,NA,NA,NA,0,14.108
"DTR_718226","DTR_718226_15","DUF5309|SHPRH_helical-2nd",374,72.39,0,0,"Control",72.39,72.39,18541,NA,NA,NA,NA,0,18.541
"DTR_519862","DTR_519862_10","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,13308,NA,NA,NA,NA,0,13.308
"DTR_119414","DTR_119414_27","DUF5309",357,89.61,0,0,"Control",89.61,89.61,18994,NA,NA,NA,NA,0,18.994
"DTR_022268","DTR_022268_3","FdsD|Gp13-like",332,54.68,0,0,"Mini",54.68,54.68,9839,NA,NA,NA,NA,0,9.839
"DTR_267629","DTR_267629_5","MAP2_projctn|Phage_capsid",291,32.07,0,0,"Control",32.07,32.07,15037,NA,NA,NA,NA,0,15.037
"DTR_648837","DTR_648837_8","Phage_cap_P2",349,92.82,0,0,"Control",92.82,92.82,13352,NA,NA,NA,NA,0,13.352
"DTR_255958","DTR_255958_13","Phage_capsid",408,64.62,0,0,"Mini",64.62,64.62,8664,NA,NA,NA,NA,0,8.664
"DTR_573873","DTR_573873_3","Phage_capsid",286,94.04,0,0,"Mini",94.04,94.04,8527,NA,NA,NA,NA,0,8.527
"DTR_123361","DTR_123361_1","Phage_capsid|Ribosomal_L9_N",158,82.17,0,0,"Mini",82.17,82.17,8310,NA,NA,NA,NA,0,8.31
"DTR_880893","DTR_880893_2","Casc1_N|DUF1664|DUF2184|FapA|LCD1|Phage_min_cap2|Ycf1",483,9.13,0,0,"Mini",9.13,9.13,10799,NA,NA,NA,NA,0,10.799
"DTR_053383","DTR_053383_5","Phage_capsid",387,28.76,0,0,"Mini",28.76,28.76,10511,NA,NA,NA,NA,0,10.511
"DTR_054155","DTR_054155_6","Phage_capsid|Phage_capsid_2",299,95.97,0,0,"Control",95.97,95.97,13335,NA,NA,NA,NA,0,13.335
"DTR_037477","DTR_037477_12","Phage_capsid",291,94.14,0,0,"Mini",94.14,94.14,10797,NA,NA,NA,NA,0,10.797
"DTR_549351","DTR_549351_5","P22_CoatProtein|S-l_SbsC_C",359,43.85,0,0,"Micro",43.85,43.85,2794,NA,NA,NA,NA,0,2.794
"DTR_210120","DTR_210120_3","DUF5309|Phage_capsid",293,92.12,0,0,"Control",92.12,92.12,14513,NA,NA,NA,NA,0,14.513
"DTR_893097","DTR_893097_8","Phage_capsid",406,69.63,0,0,"Mini",69.63,69.63,11351,NA,NA,NA,NA,0,11.351
"DTR_260422","DTR_260422_2","L_lactis_ph-MCP|Linocin_M18|Phage_capsid",365,78.02,17.03,21.82773648,"Mini",78.02,78.02,9124,NA,NA,NA,NA,0.2182773648,9.124
"DTR_333714","DTR_333714_12","Peptidase_S78|Phage_capsid",497,47.78,0,0,"Control",47.78,47.78,15635,NA,NA,NA,NA,0,15.635
"DTR_821378","DTR_821378_9","Phage_capsid",368,74.39,0,0,"Control",74.39,74.39,13025,NA,NA,NA,NA,0,13.025
"DTR_259178","DTR_259178_6","DUF6086|Peptidase_S78|Phage_capsid",516,47.77,0,0,"Control",47.77,47.77,16174,NA,NA,NA,NA,0,16.174
"DTR_804057","DTR_804057_5","Phage_capsid|Phage_capsid_2",290,62.98,0,0,"Mini",62.98,62.98,7477,NA,NA,NA,NA,0,7.477
"DTR_777864","DTR_777864_11","Phage_capsid",398,73.05,0,0,"Control",73.05,73.05,17064,NA,NA,NA,NA,0,17.064
"DTR_315725","DTR_315725_3","Peptidase_S78|Phage_capsid",522,41.65,0,0,"Control",41.65,41.65,14210,NA,NA,NA,NA,0,14.21
"DTR_403173","DTR_403173_6","Phage_capsid",435,62.21,0,0,"Mini",62.21,62.21,8426,NA,NA,NA,NA,0,8.426
"DTR_577604","DTR_577604_10","CCDC-167|CRF|FlxA|Ntox28|Phage_capsid|eIF3m_C_helix",419,63.88,0,0,"Mini",63.88,63.88,8577,NA,NA,NA,NA,0,8.577
"DTR_857479","DTR_857479_6","Linocin_M18|Sigma_reg_C",282,29.89,29.89,100,"Mini",29.89,29.89,8880,NA,NA,NA,NA,1,8.88
"DTR_264090","DTR_264090_12","Phage_capsid",299,94.97,0,0,"Control",94.97,94.97,14924,NA,NA,NA,NA,0,14.924
"DTR_281335","DTR_281335_1","DUF1412|Phage_capsid",120,94.96,0,0,"Mini",94.96,94.96,11560,NA,NA,NA,NA,0,11.56
"DTR_109786","DTR_109786_21","Peptidase_S78|Phage_capsid",515,63.23,0,0,"Control",63.23,63.23,16786,NA,NA,NA,NA,0,16.786
"DTR_286318","DTR_286318_1","Phage_capsid",204,97.04,0,0,"Mini",97.04,97.04,9820,NA,NA,NA,NA,0,9.82
"DTR_110173","DTR_110173_12","Linocin_M18|PduV-EutP|Peptidase_S78|Phage_capsid",516,45.05,11.65,25.86015538,"Control",45.05,45.05,14935,NA,NA,NA,NA,0.2586015538,14.935
"DTR_271519","DTR_271519_1","Phage_capsid_2",291,46.55,0,0,"Mini",46.55,46.55,10613,NA,NA,NA,NA,0,10.613
"DTR_300225","DTR_300225_1","Phage_capsid",253,95.24,0,0,"Mini",95.24,95.24,7102,NA,NA,NA,NA,0,7.102
"DTR_541633","DTR_541633_5","P22_CoatProtein|S-l_SbsC_C",359,43.85,0,0,"Micro",43.85,43.85,2779,NA,NA,NA,NA,0,2.779
"DTR_311903","DTR_311903_8","ABC_tran_CTD|APG6_N|Allexi_40kDa|DUF2058|DUF3987|DUF641|Exonuc_VII_L|FapA|Fib_alpha|HIP1_clath_bdg|HXXSHH|Phage_capsid|Rx_N|TACC_C|UPF0184|V_ATPase_I|XhlA",388,69.25,0,0,"Mini",69.25,69.25,8683,NA,NA,NA,NA,0,8.683
"DTR_769101","DTR_769101_1","DUF4889|P22_CoatProtein|S-l_SbsC_C",359,41.62,0,0,"Micro",41.62,41.62,2804,NA,NA,NA,NA,0,2.804
"DTR_644516","DTR_644516_11","DnaG_DnaB_bind|Phage_capsid",490,57.46,0,0,"Mini",57.46,57.46,8671,NA,NA,NA,NA,0,8.671
"DTR_126028","DTR_126028_6","P22_CoatProtein|Phage_capsid_2",275,91.61,0,0,"Control",91.61,91.61,15255,NA,NA,NA,NA,0,15.255
"DTR_315118","DTR_315118_3","Phage_capsid",381,71.32,0,0,"Mini",71.32,71.32,8161,NA,NA,NA,NA,0,8.161
"DTR_807674","DTR_807674_7","DUF6384|DUF6823|Phage_capsid",410,67.24,0,0,"Mini",67.24,67.24,8031,NA,NA,NA,NA,0,8.031
"DTR_110168","DTR_110168_18","Peptidase_S78|Phage_capsid|Phage_capsid_2",521,54.62,0,0,"Control",54.62,54.62,16101,NA,NA,NA,NA,0,16.101
"DTR_463177","DTR_463177_14","Linocin_M18|Sigma_reg_C",282,29.89,29.89,100,"Mini",29.89,29.89,8780,NA,NA,NA,NA,1,8.78
"DTR_636316","DTR_636316_5","Phage_cap_E",352,91.45,0,0,"Mini",91.45,91.45,10701,NA,NA,NA,NA,0,10.701
