id,protein_id,hits_to,query_protein_length,percentage_phage_coat,percentage_encapsulin,enc_perc_fraction,group,clan_phagecoat_percentage,clan_phagecoat_percentage_adjusted
DTR_892302,DTR_892302_10,Gp10A-like,283,43.62,0,0,Mini,43.62,43.62
DTR_277602,DTR_277602_3,GP7|SrpI-like,322,71.96,46.42,64.50806003,Control,71.96,71.96
DTR_791828,DTR_791828_12,Peptidase_S78|Phage_capsid,523,30.46,0,0,Control,30.46,30.46
DTR_775087,DTR_775087_9,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_276409,DTR_276409_20,GP7|SrpI-like,322,71.96,46.42,64.50806003,Control,71.96,71.96
DTR_622253,DTR_622253_13,Peptidase_S78|Phage_capsid,518,23.98,0,0,Control,23.98,23.98
DTR_493963,DTR_493963_14,Phage_capsid,407,65.27,0,0,Control,65.27,65.27
DTR_204949,DTR_204949_1,Phage_capsid,358,62.18,0,0,Micro,62.18,62.18
DTR_538481,DTR_538481_1,P22_CoatProtein|S-l_SbsC_C,359,43.85,0,0,Micro,43.85,43.85
DTR_711166,DTR_711166_8,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_168773,DTR_168773_28,Phage_capsid,441,67.05,0,0,Control,67.05,67.05
DTR_275390,DTR_275390_4,DUF5073|Phage_capsid,650,43.14,0,0,Control,43.14,43.14
DTR_737326,DTR_737326_1,Phage_capsid,227,37.44,0,0,Control,37.44,37.44
DTR_264201,DTR_264201_2,DUF99|Peptidase_S78|Phage_capsid,505,53.37,0,0,Control,53.37,53.37
DTR_191351,DTR_191351_11,Phage_capsid,352,38.46,0,0,Mini,38.46,38.46
DTR_155815,DTR_155815_4,Phage_capsid,419,70.57,0,0,Mini,70.57,70.57
DTR_027977,DTR_027977_12,Phage_capsid|WIYLD,301,94,0,0,Control,94,94
DTR_297935,DTR_297935_3,Gp10A-like|Hex_IIIa|Phage_capsid_2,285,70.42,0,0,Control,70.42,70.42
DTR_528413,DTR_528413_10,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_475759,DTR_475759_7,Linocin_M18|Phage_capsid_2|Zot,279,41.37,30.22,73.04810249,Mini,41.37,41.37
DTR_731137,DTR_731137_7,GLEYA|Linocin_M18,285,53.17,53.17,100,Mini,53.17,53.17
DTR_372294,DTR_372294_7,Peptidase_S78|Phage_capsid,523,22.22,0,0,Control,22.22,22.22
DTR_730166,DTR_730166_5,Phage_cap_E,352,91.45,0,0,Control,91.45,91.45
DTR_100242,DTR_100242_12,Peptidase_S78|Phage_capsid,529,35.8,0,0,Control,35.8,35.8
DTR_621279,DTR_621279_7,Peptidase_S78|Phage_capsid,527,27.57,0,0,Control,27.57,27.57
DTR_317185,DTR_317185_10,Phage_cap_E,306,21.97,0,0,Control,21.97,21.97
DTR_067121,DTR_067121_6,DUF4225|Glucodextran_N|Phage_capsid,458,50.77,0,0,Mini,50.77,50.77
DTR_027076,DTR_027076_4,DUF5309,383,60.99,0,0,Control,60.99,60.99
DTR_276407,DTR_276407_9,GP7|Phage_capsid|YliH,314,84.35,0,0,Control,84.35,84.35
DTR_495002,DTR_495002_13,Peptidase_S78|Phage_capsid,497,50.4,0,0,Mini,50.4,50.4
DTR_840346,DTR_840346_10,Phage_capsid,413,64.81,0,0,Control,64.81,64.81
DTR_407603,DTR_407603_8,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_317920,DTR_317920_15,DUF6645|Phage_capsid,300,94.31,0,0,Control,94.31,94.31
DTR_208656,DTR_208656_3,Phage_capsid,359,56.98,0,0,Mini,56.98,56.98
DTR_112548,DTR_112548_21,DUF1778|Peptidase_S78|Phage_capsid,521,49.42,0,0,Control,49.42,49.42
DTR_333544,DTR_333544_1,Peptidase_S78|Phage_capsid|TSKS|Trypan_PARP,499,23.09,0,0,Control,23.09,23.09
DTR_718665,DTR_718665_4,Peptidase_S78|Phage_capsid,515,41.05,0,0,Control,41.05,41.05
DTR_263063,DTR_263063_1,Phage_capsid,125,92.74,0,0,Mini,92.74,92.74
DTR_486822,DTR_486822_7,Peptidase_S78|Phage_capsid,523,22.03,0,0,Control,22.03,22.03
DTR_086487,DTR_086487_13,Phage_capsid,415,64.49,0,0,Control,64.49,64.49
DTR_246038,DTR_246038_11,Phage_cap_E,365,67.86,0,0,Control,67.86,67.86
DTR_263601,DTR_263601_7,Peptidase_S78|Phage_capsid|TSKS|Trypan_PARP,499,23.09,0,0,Control,23.09,23.09
DTR_697090,DTR_697090_3,Peptidase_S78|Phage_capsid,557,45.86,0,0,Control,45.86,45.86
DTR_817597,DTR_817597_21,Peptidase_S78|Phage_capsid,523,22.22,0,0,Control,22.22,22.22
DTR_318826,DTR_318826_23,Peptidase_S78|Phage_capsid,542,38.82,0,0,Control,38.82,38.82
DTR_288095,DTR_288095_21,Peptidase_S78|Phage_capsid,507,47.43,0,0,Control,47.43,47.43
DTR_047770,DTR_047770_24,Peptidase_S78|Phage_capsid,542,38.82,0,0,Control,38.82,38.82
DTR_424993,DTR_424993_8,DUF2059|Phage_capsid,412,64.96,0,0,Control,64.96,64.96
DTR_788590,DTR_788590_6,DUF2396|Phage_capsid,294,93.52,0,0,Mini,93.52,93.52
DTR_288094,DTR_288094_26,Peptidase_S78|Phage_capsid,557,45.86,0,0,Control,45.86,45.86
DTR_177323,DTR_177323_18,Phage_cap_E,336,94.63,0,0,Control,94.63,94.63
DTR_694531,DTR_694531_28,DivIC|Phage_capsid,394,66.41,0,0,Control,66.41,66.41
DTR_281310,DTR_281310_5,DUF1412|DUF2184|Glyco_hydro_88|Peptidase_S78|Phage_capsid,499,54.02,0,0,Mini,54.02,54.02
DTR_243506,DTR_243506_13,Phage_capsid,415,65.94,0,0,Control,65.94,65.94
DTR_718226,DTR_718226_15,DUF5309|SHPRH_helical-2nd,374,72.39,0,0,Control,72.39,72.39
DTR_519862,DTR_519862_10,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_119414,DTR_119414_27,DUF5309,357,89.61,0,0,Control,89.61,89.61
DTR_022268,DTR_022268_3,FdsD|Gp13-like,332,54.68,0,0,Mini,54.68,54.68
DTR_267629,DTR_267629_5,MAP2_projctn|Phage_capsid,291,32.07,0,0,Control,32.07,32.07
DTR_648837,DTR_648837_8,Phage_cap_P2,349,92.82,0,0,Control,92.82,92.82
DTR_255958,DTR_255958_13,Phage_capsid,408,64.62,0,0,Mini,64.62,64.62
DTR_573873,DTR_573873_3,Phage_capsid,286,94.04,0,0,Mini,94.04,94.04
DTR_123361,DTR_123361_1,Phage_capsid|Ribosomal_L9_N,158,82.17,0,0,Mini,82.17,82.17
DTR_880893,DTR_880893_2,Casc1_N|DUF1664|DUF2184|FapA|LCD1|Phage_min_cap2|Ycf1,483,9.13,0,0,Mini,9.13,9.13
DTR_053383,DTR_053383_5,Phage_capsid,387,28.76,0,0,Mini,28.76,28.76
DTR_054155,DTR_054155_6,Phage_capsid|Phage_capsid_2,299,95.97,0,0,Control,95.97,95.97
DTR_037477,DTR_037477_12,Phage_capsid,291,94.14,0,0,Mini,94.14,94.14
DTR_549351,DTR_549351_5,P22_CoatProtein|S-l_SbsC_C,359,43.85,0,0,Micro,43.85,43.85
DTR_210120,DTR_210120_3,DUF5309|Phage_capsid,293,92.12,0,0,Control,92.12,92.12
DTR_893097,DTR_893097_8,Phage_capsid,406,69.63,0,0,Mini,69.63,69.63
DTR_260422,DTR_260422_2,L_lactis_ph-MCP|Linocin_M18|Phage_capsid,365,78.02,17.03,21.82773648,Mini,78.02,78.02
DTR_333714,DTR_333714_12,Peptidase_S78|Phage_capsid,497,47.78,0,0,Control,47.78,47.78
DTR_821378,DTR_821378_9,Phage_capsid,368,74.39,0,0,Control,74.39,74.39
DTR_259178,DTR_259178_6,DUF6086|Peptidase_S78|Phage_capsid,516,47.77,0,0,Control,47.77,47.77
DTR_804057,DTR_804057_5,Phage_capsid|Phage_capsid_2,290,62.98,0,0,Mini,62.98,62.98
DTR_777864,DTR_777864_11,Phage_capsid,398,73.05,0,0,Control,73.05,73.05
DTR_315725,DTR_315725_3,Peptidase_S78|Phage_capsid,522,41.65,0,0,Control,41.65,41.65
DTR_403173,DTR_403173_6,Phage_capsid,435,62.21,0,0,Mini,62.21,62.21
DTR_577604,DTR_577604_10,CCDC-167|CRF|FlxA|Ntox28|Phage_capsid|eIF3m_C_helix,419,63.88,0,0,Mini,63.88,63.88
DTR_857479,DTR_857479_6,Linocin_M18|Sigma_reg_C,282,29.89,29.89,100,Mini,29.89,29.89
DTR_264090,DTR_264090_12,Phage_capsid,299,94.97,0,0,Control,94.97,94.97
DTR_281335,DTR_281335_1,DUF1412|Phage_capsid,120,94.96,0,0,Mini,94.96,94.96
DTR_109786,DTR_109786_21,Peptidase_S78|Phage_capsid,515,63.23,0,0,Control,63.23,63.23
DTR_286318,DTR_286318_1,Phage_capsid,204,97.04,0,0,Mini,97.04,97.04
DTR_110173,DTR_110173_12,Linocin_M18|PduV-EutP|Peptidase_S78|Phage_capsid,516,45.05,11.65,25.86015538,Control,45.05,45.05
DTR_271519,DTR_271519_1,Phage_capsid_2,291,46.55,0,0,Mini,46.55,46.55
DTR_300225,DTR_300225_1,Phage_capsid,253,95.24,0,0,Mini,95.24,95.24
DTR_541633,DTR_541633_5,P22_CoatProtein|S-l_SbsC_C,359,43.85,0,0,Micro,43.85,43.85
DTR_311903,DTR_311903_8,ABC_tran_CTD|APG6_N|Allexi_40kDa|DUF2058|DUF3987|DUF641|Exonuc_VII_L|FapA|Fib_alpha|HIP1_clath_bdg|HXXSHH|Phage_capsid|Rx_N|TACC_C|UPF0184|V_ATPase_I|XhlA,388,69.25,0,0,Mini,69.25,69.25
DTR_769101,DTR_769101_1,DUF4889|P22_CoatProtein|S-l_SbsC_C,359,41.62,0,0,Micro,41.62,41.62
DTR_644516,DTR_644516_11,DnaG_DnaB_bind|Phage_capsid,490,57.46,0,0,Mini,57.46,57.46
DTR_126028,DTR_126028_6,P22_CoatProtein|Phage_capsid_2,275,91.61,0,0,Control,91.61,91.61
DTR_315118,DTR_315118_3,Phage_capsid,381,71.32,0,0,Mini,71.32,71.32
DTR_807674,DTR_807674_7,DUF6384|DUF6823|Phage_capsid,410,67.24,0,0,Mini,67.24,67.24
DTR_110168,DTR_110168_18,Peptidase_S78|Phage_capsid|Phage_capsid_2,521,54.62,0,0,Control,54.62,54.62
DTR_463177,DTR_463177_14,Linocin_M18|Sigma_reg_C,282,29.89,29.89,100,Mini,29.89,29.89
DTR_636316,DTR_636316_5,Phage_cap_E,352,91.45,0,0,Mini,91.45,91.45
DTR_847477,DTR_847477_14,Linocin_M18|aSelB_III,281,35.71,35.71,100,Mini,35.71,35.71
DTR_812328,DTR_812328_9,ABC_tran_CTD|EF-G-binding_N|Med4|Phage_capsid,432,62.41,0,0,Mini,62.41,62.41
DTR_130901,DTR_130901_13,ECH_2|PAGK|Phage_capsid,440,58.54,0,0,Control,58.54,58.54
DTR_507520,DTR_507520_17,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_377809,DTR_377809_9,AKNA|CP12|LUC7|Linocin_M18|Phage_capsid|zf_C2H2_13,376,68.27,17.07,25.00366193,Mini,68.27,68.27
DTR_262665,DTR_262665_3,Peptidase_S78|Phage_capsid,503,29.68,0,0,Control,29.68,29.68
DTR_269214,DTR_269214_13,Phage_cap_E|YDG,305,21.38,0,0,Control,21.38,21.38
DTR_635879,DTR_635879_5,Phage_cap_E,352,91.45,0,0,Mini,91.45,91.45
DTR_817409,DTR_817409_12,PMC2NT|Phage_capsid|WipA_N,418,63.16,0,0,Mini,63.16,63.16
DTR_315672,DTR_315672_2,Peptidase_S78|Phage_capsid,514,45.61,0,0,Control,45.61,45.61
DTR_443004,DTR_443004_10,DUF1428|DUF4829|Linocin_M18,283,28.37,28.37,100,Mini,28.37,28.37
DTR_281990,DTR_281990_8,Peptidase_S78|Phage_capsid,514,38.4,0,0,Control,38.4,38.4
DTR_409263,DTR_409263_7,Phage_capsid,412,64.96,0,0,Control,64.96,64.96
DTR_685546,DTR_685546_1,P22_CoatProtein,161,57.5,0,0,Mini,57.5,57.5
DTR_128087,DTR_128087_23,Mu-like_gpT|Peptidase_S78,666,19.7,0,0,Control,19.7,19.7
DTR_696806,DTR_696806_1,DUF1412|Phage_capsid,94,94.62,0,0,Mini,94.62,94.62
DTR_344574,DTR_344574_7,Peptidase_S78|Phage_capsid,514,46,0,0,Control,46,46
DTR_891421,DTR_891421_10,Phage_cap_E,306,21.97,0,0,Control,21.97,21.97
DTR_712694,DTR_712694_15,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_506726,DTR_506726_4,Linocin_M18,280,61.29,61.29,100,Mini,61.29,61.29
DTR_534572,DTR_534572_1,Phage_capsid|Phage_capsid_2,290,62.98,0,0,Micro,62.98,62.98
DTR_787278,DTR_787278_12,Peptidase_S78|Phage_capsid,524,45.32,0,0,Control,45.32,45.32
DTR_843553,DTR_843553_19,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_643799,DTR_643799_14,Phage_capsid,586,48.55,0,0,Control,48.55,48.55
DTR_430324,DTR_430324_8,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_259669,DTR_259669_10,Phage_capsid,405,65.1,0,0,Mini,65.1,65.1
DTR_310597,DTR_310597_6,Linocin_M18|Peptidase_S78|Phage_capsid,507,48.02,10.87,22.6364015,Mini,48.02,48.02
DTR_508685,DTR_508685_5,DUF2396|Phage_capsid,296,92.88,0,0,Mini,92.88,92.88
DTR_131729,DTR_131729_6,Phage_capsid,423,63.74,0,0,Mini,63.74,63.74
DTR_113224,DTR_113224_24,Phage_capsid,343,77.78,0,0,Control,77.78,77.78
DTR_315670,DTR_315670_23,Peptidase_S78|Phage_capsid,512,49.32,0,0,Control,49.32,49.32
DTR_526468,DTR_526468_11,Phage_capsid,421,63.1,0,0,Mini,63.1,63.1
DTR_316115,DTR_316115_10,DUF6444|Phage_capsid|hnRNP_Q_AcD,416,69.16,0,0,Control,69.16,69.16
DTR_460881,DTR_460881_22,Peptidase_S78|Phage_capsid|Syntaxin-6_N,530,32.89,0,0,Control,32.89,32.89
DTR_765267,DTR_765267_1,Phage_capsid|Phage_capsid_2,290,62.98,0,0,Micro,62.98,62.98
DTR_403211,DTR_403211_10,DUF1428|DUF4829|Linocin_M18,283,28.37,28.37,100,Mini,28.37,28.37
DTR_667068,DTR_667068_3,ABC_tran_CTD|APG6_N|Allexi_40kDa|DUF2058|DUF3987|DUF641|Exonuc_VII_L|FapA|Fib_alpha|HIP1_clath_bdg|HXXSHH|Phage_capsid|Rx_N|TACC_C|UPF0184|V_ATPase_I|XhlA,388,69.25,0,0,Mini,69.25,69.25
DTR_414810,DTR_414810_1,DUF4235|Peptidase_S78|Phage_capsid,402,35.91,0,0,Control,35.91,35.91
DTR_071181,DTR_071181_5,Gp10A-like|Phage_cap_E,289,46.18,0,0,Mini,46.18,46.18
DTR_281825,DTR_281825_8,Phage_capsid_2,271,37.78,0,0,Mini,37.78,37.78
DTR_767630,DTR_767630_5,EzrA|Phage_capsid,434,67.67,0,0,Mini,67.67,67.67
DTR_718919,DTR_718919_9,Phage_capsid,405,68.56,0,0,Mini,68.56,68.56
DTR_460947,DTR_460947_7,Gp13-like,91,43.33,0,0,Control,43.33,43.33
DTR_519210,DTR_519210_11,Phage_capsid,286,94.04,0,0,Mini,94.04,94.04
DTR_414007,DTR_414007_13,Acetyltransf_CG|Linocin_M18|Phage_capsid_2,283,33.33,21.63,64.89648965,Mini,33.33,33.33
DTR_139547,DTR_139547_14,Phage_capsid_2,169,82.74,0,0,Mini,82.74,82.74
DTR_616773,DTR_616773_2,Acetyltransf_CG|Linocin_M18|Phage_capsid_2,283,30.5,29.79,97.67213115,Mini,30.5,30.5
DTR_544453,DTR_544453_2,Casc1_N|DUF1664|DUF2184|FapA|LCD1|Phage_min_cap2|Ycf1,483,9.13,0,0,Mini,9.13,9.13
DTR_008904,DTR_008904_13,CBP_BcsN|Phage_cap_E,334,95.8,0,0,Control,95.8,95.8
DTR_380243,DTR_380243_12,FMN_bind|Get5_C|Phage_capsid,411,64.39,0,0,Control,64.39,64.39
DTR_648828,DTR_648828_8,Phage_cap_P2,349,92.82,0,0,Control,92.82,92.82
DTR_643584,DTR_643584_9,DUF5309,295,94.22,0,0,Control,94.22,94.22
DTR_233667,DTR_233667_26,Kelch_5|P22_CoatProtein|Thioredoxin_11,183,35.71,0,0,Control,35.71,35.71
DTR_258643,DTR_258643_22,Peptidase_S78|Phage_capsid|Trypan_PARP,472,23.09,0,0,Control,23.09,23.09
DTR_152166,DTR_152166_1,Phage_capsid|RuBisCO_Control_N,323,61.3,0,0,Control,61.3,61.3
DTR_828561,DTR_828561_2,Acetyltransf_CG|Linocin_M18|Phage_capsid_2,283,33.33,21.63,64.89648965,Mini,33.33,33.33
DTR_838806,DTR_838806_15,Phage_capsid,407,65.76,0,0,Control,65.76,65.76
DTR_004668,DTR_004668_9,Phage_capsid,403,70.65,0,0,Mini,70.65,70.65
DTR_838608,DTR_838608_9,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_330538,DTR_330538_8,Peptidase_S78|Phage_capsid,522,35.7,0,0,Control,35.7,35.7
DTR_822216,DTR_822216_12,B|Phage_capsid,421,63.57,0,0,Control,63.57,63.57
DTR_155373,DTR_155373_12,Phage_capsid,423,62.8,0,0,Mini,62.8,62.8
DTR_315460,DTR_315460_10,Peptidase_S78|Phage_capsid,534,31.71,0,0,Control,31.71,31.71
DTR_622433,DTR_622433_13,Peptidase_S78|Phage_capsid,517,35.08,0,0,Control,35.08,35.08
DTR_171906,DTR_171906_1,Peptidase_S78|Phage_capsid|UPF0236,364,38.46,0,0,Control,38.46,38.46
DTR_066701,DTR_066701_7,Phage_capsid,363,68.78,0,0,Mini,68.78,68.78
DTR_056436,DTR_056436_10,Phage_capsid|Proteasome,424,58.87,0,0,Mini,58.87,58.87
DTR_409266,DTR_409266_14,Linocin_M18|Phage_capsid_2,283,35.82,35.11,98.01786711,Mini,35.82,35.82
DTR_264089,DTR_264089_19,Peptidase_S78|Phage_capsid,497,47.78,0,0,Control,47.78,47.78
DTR_891612,DTR_891612_22,Phage_cap_E,306,21.97,0,0,Control,21.97,21.97
DTR_315675,DTR_315675_1,Phage_capsid,331,60.3,0,0,Control,60.3,60.3
DTR_052832,DTR_052832_24,Peptidase_S78|Phage_capsid,514,53.02,0,0,Control,53.02,53.02
DTR_744815,DTR_744815_4,Peptidase_S78|Phage_capsid,523,22.22,0,0,Control,22.22,22.22
DTR_141302,DTR_141302_2,Phage_capsid,399,65.83,0,0,Control,65.83,65.83
DTR_720859,DTR_720859_12,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_732563,DTR_732563_7,Linocin_M18,279,29.5,29.5,100,Mini,29.5,29.5
DTR_305935,DTR_305935_4,Phage_capsid,394,65.39,0,0,Mini,65.39,65.39
DTR_263791,DTR_263791_3,DUF2184|Phage_capsid,405,67.57,0,0,Mini,67.57,67.57
DTR_626042,DTR_626042_22,FlhD|Peptidase_S78|Phage_capsid,546,51.01,0,0,Control,51.01,51.01
DTR_297409,DTR_297409_3,Gp10A-like|Hex_IIIa|Phage_capsid_2,285,70.42,0,0,Control,70.42,70.42
DTR_171642,DTR_171642_7,Phage_capsid,391,70.26,0,0,Mini,70.26,70.26
DTR_891364,DTR_891364_18,Phage_cap_E,306,21.97,0,0,Control,21.97,21.97
DTR_317915,DTR_317915_6,Phage_capsid,395,70.3,0,0,Control,70.3,70.3
DTR_364418,DTR_364418_21,Gp10A-like,289,31.94,0,0,Control,31.94,31.94
DTR_070533,DTR_070533_18,P22_CoatProtein,290,31.83,0,0,Control,31.83,31.83
DTR_527968,DTR_527968_10,KATNA1_MIT|Phage_capsid,403,54.73,0,0,Mini,54.73,54.73
DTR_129139,DTR_129139_8,CpG_bind_C|DUF349|PSDC|Phage_capsid,430,65.03,0,0,Mini,65.03,65.03
DTR_384355,DTR_384355_10,DUF1192|Phage_capsid,391,55.9,0,0,Control,55.9,55.9
DTR_047303,DTR_047303_26,Peptidase_S78|Phage_capsid,520,40.66,0,0,Control,40.66,40.66
DTR_291566,DTR_291566_22,Peptidase_S78|Phage_capsid,514,38.4,0,0,Control,38.4,38.4
DTR_499190,DTR_499190_8,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_401575,DTR_401575_3,PMC2NT|Phage_capsid|WipA_N,422,62.71,0,0,Mini,62.71,62.71
DTR_721932,DTR_721932_17,Phage_capsid,410,64.79,0,0,Control,64.79,64.79
DTR_311304,DTR_311304_3,DUF1748|Peptidase_S78|Phage_capsid,514,37.62,0,0,Control,37.62,37.62
DTR_407373,DTR_407373_7,Peptidase_S78|Phage_capsid|SesA,515,38.52,0,0,Control,38.52,38.52
DTR_706687,DTR_706687_12,Phage_capsid|Synuclein,286,94.04,0,0,Mini,94.04,94.04
DTR_039261,DTR_039261_7,Mu-like_gpT|Peptidase_S78|Putative_G5P,589,19.56,0,0,Mini,19.56,19.56
DTR_357677,DTR_357677_2,P22_CoatProtein,289,50.69,0,0,Mini,50.69,50.69
DTR_290254,DTR_290254_5,Phage_capsid,417,64.9,0,0,Mini,64.9,64.9
DTR_703072,DTR_703072_12,DUF5309,376,73.6,0,0,Control,73.6,73.6
DTR_855656,DTR_855656_12,Phage_capsid,407,65.27,0,0,Control,65.27,65.27
DTR_259628,DTR_259628_2,Phage_capsid,405,65.1,0,0,Mini,65.1,65.1
DTR_702988,DTR_702988_4,DUF5309,376,73.6,0,0,Control,73.6,73.6
DTR_508349,DTR_508349_13,Peptidase_S78|Phage_capsid,523,25.1,0,0,Control,25.1,25.1
DTR_774924,DTR_774924_6,Phage_capsid,407,65.76,0,0,Control,65.76,65.76
DTR_309467,DTR_309467_4,Phage_capsid,438,32.49,0,0,Mini,32.49,32.49
DTR_326826,DTR_326826_1,Phage_capsid,369,65.49,0,0,Control,65.49,65.49
DTR_275392,DTR_275392_3,GP7|SrpI-like,322,71.96,46.42,64.50806003,Control,71.96,71.96
DTR_281115,DTR_281115_5,DUF1412|DUF2184|Glyco_hydro_88|Peptidase_S78|Phage_capsid,499,54.02,0,0,Mini,54.02,54.02
DTR_493079,DTR_493079_13,Linocin_M18,282,34.52,34.52,100,Mini,34.52,34.52
DTR_677412,DTR_677412_16,Gp10A-like|Hex_IIIa|Phage_capsid_2,285,70.42,0,0,Control,70.42,70.42
DTR_590688,DTR_590688_18,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_677194,DTR_677194_7,Phage_capsid|Ribosomal_L9_N,412,66.67,0,0,Mini,66.67,66.67
DTR_603563,DTR_603563_16,Phage_capsid,412,64.96,0,0,Control,64.96,64.96
DTR_027024,DTR_027024_8,DUF4407|DUF6058|FemAB|PRKG1_interact|Phage_capsid,442,62.13,0,0,Mini,62.13,62.13
DTR_596523,DTR_596523_14,FlxA|Phage_capsid,415,66.18,0,0,Mini,66.18,66.18
DTR_374527,DTR_374527_14,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_383050,DTR_383050_16,Linocin_M18,280,58.42,58.42,100,Mini,58.42,58.42
DTR_259184,DTR_259184_22,Peptidase_S78|Phage_capsid,530,42.34,0,0,Control,42.34,42.34
DTR_814057,DTR_814057_1,Phage_capsid,382,69.03,0,0,Mini,69.03,69.03
DTR_384162,DTR_384162_23,Peptidase_S78|Phage_capsid,529,17.99,0,0,Control,17.99,17.99
DTR_766806,DTR_766806_5,Phage_capsid|Phage_capsid_2,290,62.98,0,0,Micro,62.98,62.98
DTR_015204,DTR_015204_17,Phage_capsid,389,77.06,0,0,Control,77.06,77.06
DTR_471603,DTR_471603_13,Linocin_M18|Sigma_reg_C,282,29.89,29.89,100,Mini,29.89,29.89
DTR_238306,DTR_238306_1,Phage_capsid,67,86.36,0,0,Control,86.36,86.36
DTR_210928,DTR_210928_22,Peptidase_S78|Phage_capsid,519,33.98,0,0,Control,33.98,33.98
DTR_462839,DTR_462839_7,Phage_capsid,431,61.63,0,0,Mini,61.63,61.63
DTR_749251,DTR_749251_5,Phage_capsid_2,281,97.5,0,0,Control,97.5,97.5
DTR_395693,DTR_395693_1,Phage_capsid,410,65.28,0,0,Control,65.28,65.28
DTR_314628,DTR_314628_8,Linocin_M18|PduV-EutP|Peptidase_S78|Phage_capsid,516,31.26,11.65,37.26807422,Control,31.26,31.26
DTR_770701,DTR_770701_1,Phage_capsid|SLS,252,59.76,0,0,Micro,59.76,59.76
DTR_579168,DTR_579168_8,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_493537,DTR_493537_9,DUF499|Peptidase_S78|Phage_capsid|Sfi1,519,49.03,0,0,Control,49.03,49.03
DTR_330286,DTR_330286_24,DUF3090|DUF6242|HMG_CoA_synt_C|Med3|Peptidase_S78|Phage_capsid,514,52.83,0,0,Control,52.83,52.83
DTR_299173,DTR_299173_1,Phage_capsid,330,70.91,0,0,Mini,70.91,70.91
DTR_111979,DTR_111979_17,Peptidase_S78|Phage_capsid,616,45.85,0,0,Control,45.85,45.85
DTR_535900,DTR_535900_1,P22_CoatProtein|S-l_SbsC_C,359,43.85,0,0,Micro,43.85,43.85
DTR_087653,DTR_087653_20,Peptidase_S78|Phage_capsid,509,42.72,0,0,Control,42.72,42.72
DTR_742598,DTR_742598_13,Linocin_M18,277,40.94,40.94,100,Mini,40.94,40.94
DTR_211291,DTR_211291_34,Phage_capsid|PspB,452,53.88,0,0,Control,53.88,53.88
DTR_054041,DTR_054041_19,NOA36|Peptidase_S78|Phage_capsid,611,29.18,0,0,Control,29.18,29.18
DTR_636358,DTR_636358_12,Phage_cap_E,352,91.45,0,0,Mini,91.45,91.45
DTR_331756,DTR_331756_6,NolB|Peptidase_S78|Phage_capsid,542,54.34,0,0,Control,54.34,54.34
DTR_520255,DTR_520255_5,Phage_capsid,410,65.28,0,0,Control,65.28,65.28
DTR_171048,DTR_171048_13,Phage_capsid,419,62.68,0,0,Mini,62.68,62.68
DTR_442143,DTR_442143_5,Phage_capsid,412,64.96,0,0,Control,64.96,64.96
DTR_268757,DTR_268757_9,DUF3848|GP38|Mu-like_gpT|Peptidase_S78,631,22.7,0,0,Control,22.7,22.7
DTR_122223,DTR_122223_1,Phage_capsid,175,90.8,0,0,Mini,90.8,90.8
DTR_308726,DTR_308726_11,Phage_capsid|WXG100,394,77.61,0,0,Mini,77.61,77.61
DTR_066382,DTR_066382_11,Gp10A-like|Phage_cap_E,289,46.18,0,0,Mini,46.18,46.18
DTR_600076,DTR_600076_12,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_078698,DTR_078698_10,Phage_capsid,284,51.24,0,0,Control,51.24,51.24
DTR_344916,DTR_344916_5,Phage_capsid,460,60.35,0,0,Mini,60.35,60.35
DTR_137125,DTR_137125_4,Gp10A-like|Phage_cap_E,289,46.18,0,0,Mini,46.18,46.18
DTR_385953,DTR_385953_14,Phage_capsid,411,64.39,0,0,Control,64.39,64.39
DTR_108065,DTR_108065_9,Phage_capsid,319,82.39,0,0,Mini,82.39,82.39
DTR_634433,DTR_634433_6,Phage_capsid|Syntaxin-6_N|WIYLD,299,94.3,0,0,Control,94.3,94.3
DTR_400187,DTR_400187_12,DUF2059|Phage_capsid,414,79.18,0,0,Control,79.18,79.18
DTR_315297,DTR_315297_2,Attachment_P66|Linocin_M18|Phage_capsid|T1RH-like_C,500,50.9,24.85,48.82121807,Mini,50.9,50.9
DTR_839202,DTR_839202_5,P22_CoatProtein|S-l_SbsC_C,359,43.3,0,0,Micro,43.3,43.3
DTR_696876,DTR_696876_7,DUF1412|DUF2184|Glyco_hydro_88|Peptidase_S78|Phage_capsid,499,54.02,0,0,Mini,54.02,54.02
